employee_id,department,job_family,grade,gender,age_band,location,manager_id,tenure_years,base_salary,bonus_pct,performance_rating,hired_at,terminated_at,notes
E-04153,Data,Technical,L6,Male,25-34,Berlin,E-01114,1.4,122200,9,Exceeds,2025-06-05,,On parental leave for part of 2020.
E-04154,Data,Technical,L2,Female,25-34,Berlin,E-01037,0,42600,13.5,Below,2026-05-12,,
E-04155,Sales,Commercial,L1,Female,55-64,Berlin,E-01038,2,0,9.1,Below,2024-03-28,,Grade corrected during the 2023 levelling exercise.
E-04156,Engineering,Technical,L4,Male,35-44,Berlin,E-01043,3.2,90400,16.2,Meets,2023-09-23,,On parental leave for part of 2022.
E-04157,Sales,Commercial,L3,Female,45-54,Podgorica,E-01058,0.6,36900,16.8,Below,2026-10-05,,
E-04158,Data,Technical,L4,Male,25-34,Warsaw,E-01000,1.2,54800,9.7,Exceeds,2025-09-24,2026-04-24,Grade corrected during the 2024 levelling exercise.
E-04159,Support,Operations,L5,Female,35-44,Remote (EU),E-01100,3.9,81900,16.1,Outstanding,2023-12-03,2025-08-08,
E-04160,Legal,Corporate,L3,Male,25-34,Lisbon,E-01117,2,47400,8.8,Meets,2024-12-01,,Relocated to Podgorica; package adjusted to local band.
E-04161,Legal,Corporate,L2,Male,25-34,Berlin,E-01079,0.7,40000,11.9,Outstanding,2026-11-02,,Grade corrected during the 2023 levelling exercise.
E-04162,Sales,Commercial,L3,Female,35-44,Berlin,E-01065,0.9,59200,19,Meets,2026-08-20,,
E-04163,Support,Operations,L1,Male,25-34,Warsaw,E-01048,0,26800,10.5,Below,2026-01-26,,Relocated to Podgorica; package adjusted to local band.
E-04164,Engineering,Technical,L4,Female,35-44,Warsaw,E-01042,0.2,53100,17.1,Meets,2026-03-18,,
E-04165,Sales,Commercial,L2,Female,45-54,Lisbon,E-01089,1.9,33400,7.3,Exceeds,2025-12-03,,Relocated to Warsaw; package adjusted to local band.
E-04166,Engineering,Technical,L2,Female,35-44,Podgorica,E-01101,3.4,26900,11.2,Meets,2023-04-24,,
E-04167,Data,Technical,L5,Male,25-34,Lisbon,E-01090,3.2,81600,11.4,Below,2023-09-24,,Grade corrected during the 2021 levelling exercise.
E-04168,Engineering,Technical,L3,Male,55-64,Berlin,E-01038,1.9,65600,5,Exceeds,2025-09-19,,Grade corrected during the 2023 levelling exercise.
E-04169,Engineering,Technical,L3,Male,25-34,Podgorica,E-01002,1.2,36900,8.2,Meets,2025-09-14,,Transferred from Finance in 2023.
E-04170,People,Corporate,L4,Female,35-44,Warsaw,E-01075,1.9,49000,18.5,Exceeds,2025-10-04,,Grade corrected during the 2023 levelling exercise.
E-04171,Finance,Corporate,L1,Male,35-44,Lisbon,E-01089,2.3,31600,7.5,Meets,2024-07-09,,On parental leave for part of 2022.
E-04172,Data,Technical,L4,Female,65+,Lisbon,E-01119,0.8,56500,9.2,Meets,2026-02-07,,
E-04173,Support,Operations,L3,Female,35-44,Berlin,E-01045,1.9,60500,12.4,Below,2025-10-04,2025-10-10,Transferred from Marketing in 2021.
E-04174,Engineering,Technical,L2,Male,35-44,Lisbon,E-01078,4,40500,3.7,Meets,2022-04-22,2026-03-20,
E-04175,Support,Operations,L2,Male,25-34,Berlin,E-01117,5.7,49800,15.5,Exceeds,2021-02-01,,Completed the internal leadership programme.
E-04176,Sales,Commercial,L1,Male,35-44,Remote (EU),E-01094,7.3,33700,12.5,Meets,2019-07-13,,On parental leave for part of 2022.
E-04177,Engineering,Technical,L2,Male,35-44,Lisbon,E-01046,0.1,35100,11.2,Meets,2026-04-08,,
E-04178,Sales,Commercial,L4,Male,25-34,Remote (EU),E-01045,2.8,76000,14.6,Exceeds,2024-01-08,,Grade corrected during the 2023 levelling exercise.
E-04179,Engineering,Technical,L1,Male,25-34,Remote (EU),E-01063,3,34000,12.6,Meets,2023-06-27,,Salary reviewed off-cycle after a competing offer.
E-04180,Sales,Commercial,L4,Male,25-34,Lisbon,E-01082,0.8,58100,15.4,Meets,2026-03-22,2026-12-21,
E-04181,Sales,Commercial,L2,Male,35-44,Warsaw,E-01060,1.7,37200,15.7,Meets,2025-10-01,,
E-04182,Engineering,Technical,L4,Female,18-24,Berlin,E-01069,2.8,67400,4.2,Meets,2024-05-19,,Relocated to Berlin; package adjusted to local band.
E-04183,Sales,Commercial,L1,Male,25-34,Berlin,E-01053,2,42400,11.3,Meets,2024-05-16,,Transferred from People in 2024.
E-04184,Sales,Commercial,L4,Male,35-44,Berlin,E-01050,0.3,67000,8.2,Exceeds,2026-06-22,,Relocated to Warsaw; package adjusted to local band.
E-04185,Data,Technical,L6,Male,35-44,Berlin,E-01046,4,120800,3.9,Meets,2022-03-13,,Completed the internal leadership programme.
E-04186,Finance,Corporate,L2,Male,25-34,Remote (EU),E-01083,2,38600,16.5,Meets,2024-12-24,,Joined through the Marketing acquisition.
E-04187,Sales,Commercial,L5,Male,18-24,Berlin,E-01112,1.5,96300,5.7,Outstanding,2025-11-16,,Joined through the Finance acquisition.
E-04188,Finance,Corporate,L4,Male,35-44,Berlin,E-01013,2.2,78600,3.8,Meets,2024-07-12,,Transferred from People in 2020.
E-04189,Support,Operations,L3,Female,45-54,Warsaw,E-01108,1.7,38900,3.9,Meets,2025-12-26,,Relocated to Warsaw; package adjusted to local band.
E-04190,Marketing,Commercial,L4,Female,35-44,Berlin,E-01060,5.9,84100,6.4,Meets,2021-04-14,,Transferred from People in 2022.
E-04191,Finance,Corporate,L5,Female,45-54,Warsaw,E-01077,2,60800,7.3,Meets,2024-01-22,,Relocated to Podgorica; package adjusted to local band.
E-04192,Sales,Commercial,L2,Male,35-44,Remote (EU),E-01015,1.2,45000,19.3,Meets,2025-07-20,,Relocated to Podgorica; package adjusted to local band.
E-04193,Legal,Corporate,L6,Male,18-24,Podgorica,E-01093,10.7,94100,3.4,Meets,2016-02-08,,Relocated to Remote (EU); package adjusted to local band.
E-04194,Support,Operations,L2,Female,35-44,Berlin,E-01069,3.3,47500,3.4,Exceeds,2023-03-10,,Grade corrected during the 2025 levelling exercise.
E-04195,Engineering,Technical,L5,Male,35-44,Berlin,E-01011,5,95600,4,Meets,2021-03-15,2025-10-03,Completed the internal leadership programme.
E-04196,Sales,Commercial,L1,Male,35-44,Lisbon,E-01079,5.2,27000,9.5,Exceeds,2021-03-12,,
E-04197,Engineering,Technical,L1,Female,35-44,Podgorica,E-01040,1.9,23200,13.9,Exceeds,2025-07-24,,
E-04198,Support,Operations,L4,Male,45-54,Warsaw,E-01057,2.4,57000,18,Exceeds,2024-12-26,,
E-04199,Data,Technical,L6,Male,35-44,Remote (EU),E-01075,1.6,135900,5.3,Meets,2025-01-09,,Completed the internal leadership programme.
E-04200,Engineering,Technical,L4,Male,35-44,Warsaw,E-01084,5,58200,5.3,Exceeds,2021-03-08,,Relocated to Podgorica; package adjusted to local band.
E-04201,Support,Operations,L3,Female,35-44,Berlin,E-01103,1.1,55000,16.7,Outstanding,2025-10-15,,
E-04202,Support,Operations,L1,Female,25-34,Remote (EU),E-01112,1.1,29600,6.4,Meets,2025-05-25,,Completed the internal leadership programme.
E-04203,Engineering,Technical,L5,Male,25-34,Remote (EU),E-01119,1.9,82900,17.3,Below,2025-09-12,,Completed the internal leadership programme.
E-04204,Engineering,Technical,L1,Female,25-34,Remote (EU),E-01111,2.1,34000,3.4,Meets,2024-03-28,,On parental leave for part of 2020.
E-04205,Marketing,Commercial,L3,Male,18-24,Remote (EU),E-01106,3,55400,4.2,Meets,2023-07-24,,
E-04206,Legal,Corporate,L5,Male,35-44,Warsaw,E-01042,0.2,76800,18.5,Meets,2026-06-07,,Salary reviewed off-cycle after a competing offer.
E-04207,Engineering,Technical,L3,Male,35-44,Lisbon,E-01090,1.6,47400,7.6,Meets,2025-12-19,,Grade corrected during the 2020 levelling exercise.
E-04208,Engineering,Technical,L4,Male,45-54,Berlin,E-01067,2.7,83400,4.8,Meets,2024-09-12,,On parental leave for part of 2023.
E-04209,Finance,Corporate,L4,Male,35-44,Podgorica,E-01044,3.4,51600,11.5,Outstanding,2023-11-23,,Grade corrected during the 2024 levelling exercise.
E-04210,Sales,Commercial,L3,Male,25-34,Berlin,E-01104,0.1,65400,3.2,Meets,2026-04-08,,
E-04211,Engineering,Technical,L7,Male,45-54,Remote (EU),E-01087,4.4,140300,8.9,Exceeds,2022-12-21,2025-11-04,Completed the internal leadership programme.
E-04212,Marketing,Commercial,L4,Female,18-24,Lisbon,E-01119,0.3,61700,6.2,Below,2026-10-25,,Relocated to Remote (EU); package adjusted to local band.
E-04213,Support,Operations,L4,Female,55-64,Warsaw,E-01033,0.1,54000,16.9,Meets,2026-08-24,,
E-04214,Support,Operations,L2,Female,25-34,Podgorica,E-01055,3.1,31900,10.5,Below,2023-01-09,,Relocated to Podgorica; package adjusted to local band.
E-04215,Support,Operations,L4,Male,35-44,Remote (EU),E-01105,3.9,76200,3.8,Meets,2023-08-27,,
E-04216,Engineering,Technical,L2,Male,35-44,Podgorica,E-01087,0.4,31800,18.2,Exceeds,2026-09-13,,Relocated to Remote (EU); package adjusted to local band.
E-04217,Marketing,Commercial,L5,Male,25-34,Berlin,E-01102,0.3,92400,17.4,Meets,2026-04-14,2025-01-08,
E-04218,Finance,Corporate,L5,Male,45-54,Lisbon,E-01041,3.9,69000,18.8,Meets,2023-05-01,,
E-04219,Support,Operations,L2,Female,25-34,Berlin,E-01106,1.2,42100,16.4,Meets,2025-02-25,,
E-04220,Engineering,Technical,L4,Male,25-34,Berlin,E-01077,0.8,86100,10.7,Meets,2026-06-06,,
E-04221,Data,Technical,L3,Female,25-34,Lisbon,E-01089,2.1,43600,7.1,Meets,2024-01-09,,Completed the internal leadership programme.
E-04222,Engineering,Technical,L3,Male,25-34,Berlin,E-01093,4.5,71500,9.9,Meets,2022-11-15,,Joined through the Marketing acquisition.
E-04223,People,Corporate,L6,Male,18-24,Berlin,E-01040,1.7,149600,15.7,Meets,2025-10-01,,Grade corrected during the 2020 levelling exercise.
E-04224,Data,Technical,L4,Male,25-34,Remote (EU),E-01086,1.2,73100,7.5,Below,2025-03-28,2025-04-09,
E-04225,Engineering,Technical,L3,Male,18-24,Berlin,E-01063,2,58800,5.1,Meets,2024-10-09,,Grade corrected during the 2024 levelling exercise.
E-04226,Engineering,Technical,L5,Male,35-44,Berlin,E-01078,0.8,103000,10.4,Exceeds,2026-10-13,,Relocated to Berlin; package adjusted to local band.
E-04227,People,Corporate,L3,Male,35-44,Lisbon,E-01059,2.1,46000,5.3,Meets,2024-07-18,,On parental leave for part of 2023.
E-04228,Support,Operations,L3,Male,35-44,Remote (EU),E-01071,6.8,55900,13.6,Meets,2020-07-04,,Salary reviewed off-cycle after a competing offer.
E-04229,Legal,Corporate,L4,Male,35-44,Podgorica,E-01003,6.5,55600,11.7,Meets,2020-01-28,,
E-04230,People,Corporate,L1,Male,35-44,Remote (EU),E-01014,1,36700,19.7,Meets,2025-02-05,2026-11-20,
E-04231,Engineering,Technical,L4,Female,45-54,Podgorica,E-01111,8.5,47600,4.6,Meets,2018-03-13,,Completed the internal leadership programme.
E-04232,Engineering,Technical,L5,Male,65+,Remote (EU),E-01024,2,86300,11,Exceeds,2024-08-18,,
E-04233,Sales,Commercial,L7,Male,25-34,Lisbon,E-01067,0.6,118100,3,Exceeds,2026-06-11,,
E-04234,Support,Operations,L3,Female,35-44,Berlin,E-01015,2.8,54600,19.7,Exceeds,2024-07-11,,Salary reviewed off-cycle after a competing offer.
E-04235,Sales,Commercial,L2,Female,18-24,Podgorica,E-01068,4.7,27600,14,Exceeds,2022-10-16,,Relocated to Remote (EU); package adjusted to local band.
E-04236,Support,Operations,L7,Male,18-24,Remote (EU),E-01051,4.8,150100,11.9,Meets,2022-04-14,,Completed the internal leadership programme.
E-04237,Data,Technical,L4,Male,25-34,Remote (EU),E-01089,2.3,74500,18.4,Below,2024-07-20,2025-03-25,
E-04238,Marketing,Commercial,L7,Female,18-24,Berlin,E-01055,3.3,167300,11.1,Meets,2023-07-24,,Transferred from Legal in 2022.
E-04239,Engineering,Technical,L2,Female,35-44,Lisbon,E-01070,1.6,34200,17.9,Meets,2025-12-15,,
E-04240,Engineering,Technical,L3,Male,35-44,Lisbon,E-01016,2,57400,6.6,Exceeds,2024-09-06,,Completed the internal leadership programme.
E-04241,Sales,Commercial,L2,Female,35-44,Warsaw,E-01114,1.3,31900,16.9,Meets,2025-04-17,,Transferred from Data in 2024.
E-04242,Data,Technical,L5,Male,45-54,Warsaw,E-01073,1.2,71700,4.5,Meets,2025-09-02,2026-12-11,
E-04243,Sales,Commercial,L4,Female,35-44,Remote (EU),E-01041,3.9,67900,16.9,Meets,2023-07-24,2026-01-05,Transferred from Engineering in 2024.
E-04244,Data,Technical,L5,Male,35-44,Remote (EU),E-01018,3.4,97400,15.5,Meets,2023-04-05,,Grade corrected during the 2025 levelling exercise.
E-04245,Legal,Corporate,L3,Female,45-54,Podgorica,E-01050,0.7,34800,18.3,Meets,2026-03-09,,Joined through the Data acquisition.
E-04246,Data,Technical,L2,Male,25-34,Lisbon,E-01012,1.7,38800,7.6,Exceeds,2025-05-13,,Joined through the Finance acquisition.
E-04247,Marketing,Commercial,L3,Female,55-64,Remote (EU),E-01015,1.9,46300,14.3,Below,2025-04-26,,Relocated to Podgorica; package adjusted to local band.
E-04248,Sales,Commercial,L1,Male,35-44,Berlin,E-01004,1.8,33100,16.1,Exceeds,2025-11-22,,Relocated to Podgorica; package adjusted to local band.
E-04249,Engineering,Technical,L6,Male,35-44,Lisbon,E-01065,1.3,109300,8.8,Meets,2025-08-09,,Grade corrected during the 2020 levelling exercise.
E-04250,Support,Operations,L5,Male,45-54,Berlin,E-01105,6.6,0,3.4,Meets,2020-05-23,,Grade corrected during the 2021 levelling exercise.
E-04251,Engineering,Technical,L4,Male,35-44,Remote (EU),E-01054,0.5,72200,6.9,Meets,2026-08-07,,
E-04252,Sales,Commercial,L6,Female,35-44,Remote (EU),E-01111,0.8,121500,13.8,Exceeds,2026-02-11,,On parental leave for part of 2020.
E-04253,Finance,Corporate,L4,Male,55-64,Lisbon,E-01041,0.3,65100,17.3,Meets,2026-10-14,,
E-04254,Support,Operations,L7,Male,25-34,Berlin,E-01028,1.3,178100,5.5,Outstanding,2025-09-17,,Completed the internal leadership programme.
E-04255,Data,Technical,L6,Male,25-34,Remote (EU),E-01095,2.7,107600,3.3,Outstanding,2024-08-06,2026-06-27,Relocated to Lisbon; package adjusted to local band.
E-04256,Engineering,Technical,L3,Female,45-54,Berlin,E-01008,1.8,54800,15.8,Meets,2025-05-16,,
E-04257,People,Corporate,L3,Female,35-44,Warsaw,E-01118,0.4,42200,18.5,Exceeds,2026-12-03,,Salary reviewed off-cycle after a competing offer.
E-04258,Sales,Commercial,L5,Female,45-54,Lisbon,E-01012,1.2,74300,10,Meets,2025-08-06,,Grade corrected during the 2022 levelling exercise.
E-04259,Engineering,Technical,L4,Male,35-44,Podgorica,E-01029,1.5,50400,16.6,Meets,2025-05-18,2026-04-16,Relocated to Remote (EU); package adjusted to local band.
E-04260,Engineering,Technical,L3,Female,35-44,Warsaw,E-01028,6.6,46800,17.8,Meets,2020-01-17,2026-01-03,Salary reviewed off-cycle after a competing offer.
E-04261,Legal,Corporate,L6,Male,25-34,Remote (EU),E-01017,10.9,118600,14.3,Meets,2016-03-16,,Joined through the Legal acquisition.
E-04262,Support,Operations,L3,Female,25-34,Podgorica,E-01089,1.8,33000,16,Meets,2025-08-24,,
E-04263,Marketing,Commercial,L5,Male,35-44,Berlin,E-01052,4.2,102800,12.2,Meets,2022-11-02,,Transferred from Sales in 2025.
E-04264,Data,Technical,L3,Female,55-64,Berlin,E-01069,3.8,62600,17.9,Exceeds,2023-05-26,2025-10-02,
E-04265,Engineering,Technical,L5,Male,45-54,Warsaw,E-01046,3.4,76000,15.1,Below,2023-02-18,,On parental leave for part of 2021.
E-04266,Sales,Commercial,L2,Male,25-34,Podgorica,E-01023,4.2,34100,15.3,Meets,2022-09-18,,On parental leave for part of 2021.
E-04267,Engineering,Technical,L2,Male,25-34,Berlin,E-01028,0.9,49100,6.3,Meets,2026-09-12,2026-10-15,Grade corrected during the 2025 levelling exercise.
E-04268,Engineering,Technical,L1,Female,25-34,Berlin,E-01027,1.3,35500,17.5,Meets,2025-11-27,,
E-04269,Finance,Corporate,L3,Male,45-54,Remote (EU),E-01061,1.2,57900,12.1,Meets,2025-05-13,,
E-04270,Sales,Commercial,L1,Female,45-54,Podgorica,E-01103,2.3,0,9.2,Meets,2024-03-18,,
E-04271,Support,Operations,L3,Male,35-44,Remote (EU),E-01105,3.5,64600,6.5,Meets,2023-12-26,,Completed the internal leadership programme.
E-04272,Engineering,Technical,L7,Male,45-54,Podgorica,E-01017,3.3,120800,15.4,Meets,2023-05-02,,Joined through the Data acquisition.
E-04273,Sales,Commercial,L5,Female,35-44,Berlin,E-01049,5.1,110500,18.3,Meets,2021-11-11,,Relocated to Lisbon; package adjusted to local band.
E-04274,People,Corporate,L4,Male,25-34,Remote (EU),E-01108,2,75500,12,Meets,2024-06-16,,
E-04275,Sales,Commercial,L4,Female,25-34,Lisbon,E-01041,0.9,57600,8,Exceeds,2026-09-03,,Joined through the Marketing acquisition.
E-04276,Support,Operations,L4,Male,25-34,Lisbon,E-01119,4.5,61400,15.8,Meets,2022-08-14,,Transferred from Marketing in 2019.
E-04277,Sales,Commercial,L3,Male,18-24,Warsaw,E-01092,0.7,46700,8.1,Exceeds,2026-06-08,,Transferred from Marketing in 2020.
E-04278,Legal,Corporate,L7,Male,45-54,Remote (EU),E-01036,3.2,149700,6.1,Exceeds,2023-09-22,,
E-04279,Data,Technical,L6,Male,35-44,Remote (EU),E-01028,3.4,105600,12.3,Meets,2023-02-13,,Grade corrected during the 2020 levelling exercise.
E-04280,Support,Operations,L6,Male,35-44,Podgorica,E-01090,0.3,88200,5.7,Meets,2026-09-08,,Salary reviewed off-cycle after a competing offer.
E-04281,Engineering,Technical,L4,Female,35-44,Warsaw,E-01117,0.9,51100,7.7,Meets,2026-05-09,,Transferred from People in 2019.
E-04282,Marketing,Commercial,L2,Female,35-44,Berlin,E-01108,0.4,45500,16.6,Meets,2026-06-05,2026-03-10,On parental leave for part of 2024.
E-04283,Finance,Corporate,L5,Female,35-44,Podgorica,E-01109,5.2,70100,15.1,Meets,2021-05-27,,Completed the internal leadership programme.
E-04284,Marketing,Commercial,L1,Female,25-34,Warsaw,E-01087,2.3,25100,17,Meets,2024-11-20,,Salary reviewed off-cycle after a competing offer.
E-04285,Support,Operations,L4,Female,25-34,Berlin,E-01101,1.8,62500,16.6,Exceeds,2025-05-26,2025-10-04,Relocated to Berlin; package adjusted to local band.
E-04286,Engineering,Technical,L6,Female,55-64,Podgorica,E-01057,8.3,74800,8.3,Exceeds,2018-07-10,,On parental leave for part of 2023.
E-04287,Data,Technical,L3,Male,25-34,Berlin,E-01083,1.6,64100,14.5,Meets,2025-08-07,,
E-04288,Engineering,Technical,L6,Male,18-24,Berlin,E-01078,1.3,117100,10.2,Outstanding,2025-12-14,,Completed the internal leadership programme.
E-04289,Engineering,Technical,L5,Female,35-44,Remote (EU),E-01078,3.5,87600,17.3,Exceeds,2023-09-28,,Joined through the Legal acquisition.
E-04290,Data,Technical,L2,Male,45-54,Warsaw,E-01023,1.4,34300,11.1,Meets,2025-12-26,,Salary reviewed off-cycle after a competing offer.
E-04291,Data,Technical,L3,Male,25-34,Remote (EU),E-01027,2,55700,15.9,Meets,2024-03-06,,Relocated to Remote (EU); package adjusted to local band.
E-04292,People,Corporate,L2,Female,25-34,Warsaw,E-01026,4.8,32900,4.2,Meets,2022-01-14,,Transferred from Marketing in 2023.
E-04293,Sales,Commercial,L7,Male,25-34,Lisbon,E-01038,2.8,133200,5,Meets,2024-11-04,,Transferred from Support in 2021.
E-04294,Engineering,Technical,L1,Male,18-24,Lisbon,E-01108,0.1,28100,16.3,Below,2026-01-18,,Transferred from Sales in 2020.
E-04295,Sales,Commercial,L3,Female,25-34,Warsaw,E-01031,0.9,38800,19.3,Below,2026-10-11,,On parental leave for part of 2023.
E-04296,Sales,Commercial,L2,Female,35-44,Podgorica,E-01072,2.1,0,8.5,Meets,2024-01-06,2026-06-25,
E-04297,Data,Technical,L6,Male,65+,Podgorica,E-01020,1.7,84300,8.4,Meets,2025-07-22,,Grade corrected during the 2023 levelling exercise.
E-04298,Sales,Commercial,L2,Female,35-44,Berlin,E-01066,1.1,40600,18.4,Meets,2025-09-09,,Joined through the Data acquisition.
E-04299,Marketing,Commercial,L4,Female,25-34,Berlin,E-01044,4.2,72600,17.4,Exceeds,2022-11-01,2026-01-27,Joined through the People acquisition.
E-04300,Engineering,Technical,L3,Male,45-54,Berlin,E-01105,0.2,61500,3.6,Meets,2026-12-16,,
E-04301,Sales,Commercial,L2,Female,55-64,Berlin,E-01057,3,44000,4.3,Exceeds,2023-11-14,,Transferred from Legal in 2021.
E-04302,Marketing,Commercial,L4,Male,35-44,Berlin,E-01066,2.1,80600,16,Below,2024-06-18,2026-09-20,
E-04303,Data,Technical,L4,Male,45-54,Remote (EU),E-01003,4.7,0,15.3,Meets,2022-03-16,2025-09-23,Salary reviewed off-cycle after a competing offer.
E-04304,Support,Operations,L2,Male,25-34,Remote (EU),E-01003,9.4,42600,12.3,Below,2017-02-18,,Grade corrected during the 2020 levelling exercise.
E-04305,People,Corporate,L2,Female,35-44,Podgorica,E-01021,2.3,26800,16,Meets,2024-02-03,,
E-04306,Support,Operations,L4,Female,18-24,Berlin,E-01050,4.1,83700,7.2,Meets,2022-01-25,2026-07-24,Joined through the Finance acquisition.
E-04307,Marketing,Commercial,L2,Female,45-54,Warsaw,E-01073,1.9,24500,5.2,Exceeds,2025-05-26,,On parental leave for part of 2020.
E-04308,Data,Technical,L5,Male,25-34,Remote (EU),E-01114,3.9,87000,17.3,Exceeds,2023-09-19,,Grade corrected during the 2020 levelling exercise.
E-04309,Engineering,Technical,L4,Male,25-34,Lisbon,E-01006,4.1,64500,14.8,Meets,2022-05-23,,Grade corrected during the 2023 levelling exercise.
E-04310,Support,Operations,L5,Male,25-34,Lisbon,E-01019,1.7,71600,19.8,Meets,2025-03-02,,Transferred from Legal in 2022.
E-04311,Engineering,Technical,L4,Male,25-34,Berlin,E-01068,2.7,82100,7.9,Exceeds,2024-09-21,,Grade corrected during the 2019 levelling exercise.
E-04312,Marketing,Commercial,L5,Male,35-44,Berlin,E-01118,2.8,108900,10.8,Meets,2024-02-19,,Transferred from Support in 2022.
E-04313,Marketing,Commercial,L4,Female,45-54,Lisbon,E-01092,3.3,57200,17.7,Exceeds,2023-09-03,,
E-04314,Engineering,Technical,L4,Male,25-34,Berlin,E-01007,2.6,83100,7.8,Meets,2024-04-19,2026-09-04,Salary reviewed off-cycle after a competing offer.
E-04315,Engineering,Technical,L5,Female,25-34,Berlin,E-01081,0.5,83000,4.6,Meets,2026-12-05,,
E-04316,Support,Operations,L3,Male,55-64,Berlin,E-01038,1,64300,13.3,Below,2025-08-12,,Relocated to Podgorica; package adjusted to local band.
E-04317,Engineering,Technical,L4,Female,25-34,Berlin,E-01073,3.5,76700,11.5,Meets,2023-06-02,,On parental leave for part of 2022.
E-04318,Support,Operations,L2,Female,25-34,Remote (EU),E-01100,2.9,43100,5,Exceeds,2024-01-20,,
E-04319,Engineering,Technical,L6,Male,35-44,Berlin,E-01085,2.4,119300,11.6,Meets,2024-09-18,,Transferred from Data in 2022.
E-04320,Finance,Corporate,L4,Female,45-54,Berlin,E-01020,0.5,73300,10,Meets,2026-03-01,,
E-04321,Data,Technical,L1,Male,55-64,Berlin,E-01099,6.2,39600,16.6,Meets,2020-07-22,,
E-04322,Legal,Corporate,L6,Male,25-34,Berlin,E-01030,4.8,129500,8.9,Exceeds,2022-10-14,,Transferred from Engineering in 2024.
E-04323,Support,Operations,L1,Female,25-34,Remote (EU),E-01029,3.1,36200,18.5,Meets,2023-06-22,,Grade corrected during the 2021 levelling exercise.
E-04324,Engineering,Technical,L6,Male,25-34,Lisbon,E-01110,0,100500,11,Exceeds,2026-04-13,,Transferred from Support in 2019.
E-04325,Engineering,Technical,L3,Female,25-34,Berlin,E-01006,2,55900,5.3,Meets,2024-09-19,,On parental leave for part of 2022.
E-04326,Engineering,Technical,L3,Female,55-64,Lisbon,E-01043,1.8,45400,7.4,Outstanding,2025-02-28,,
E-04327,Marketing,Commercial,L4,Male,45-54,Podgorica,E-01065,5,47700,13.4,Outstanding,2021-10-25,,
E-04328,Engineering,Technical,L5,Male,35-44,Remote (EU),E-01118,0.5,86700,5.5,Exceeds,2026-05-07,,On parental leave for part of 2021.
E-04329,Finance,Corporate,L7,Male,25-34,Lisbon,E-01050,6.2,154300,4.2,Exceeds,2020-02-26,,On parental leave for part of 2025.
E-04330,People,Corporate,L4,Female,35-44,Warsaw,E-01037,1.6,53600,19.5,Outstanding,2025-08-19,,
E-04331,Marketing,Commercial,L3,Female,35-44,Berlin,E-01028,4.2,67800,10.8,Meets,2022-06-18,,
E-04332,Engineering,Technical,L2,Male,35-44,Berlin,E-01087,0.7,51800,14.6,Meets,2026-01-20,,Salary reviewed off-cycle after a competing offer.
E-04333,Sales,Commercial,L3,Male,25-34,Podgorica,E-01076,1.4,43000,7.2,Meets,2025-04-07,,Joined through the Data acquisition.
E-04334,Engineering,Technical,L2,Male,35-44,Berlin,E-01061,2.2,53100,17.2,Meets,2024-12-02,,Joined through the Sales acquisition.
E-04335,Engineering,Technical,L5,Male,35-44,Warsaw,E-01060,3.3,68300,8,Meets,2023-03-28,,Relocated to Berlin; package adjusted to local band.
E-04336,Engineering,Technical,L2,Male,45-54,Remote (EU),E-01010,4.3,44200,11.3,Meets,2022-02-27,,Grade corrected during the 2020 levelling exercise.
E-04337,People,Corporate,L2,Male,35-44,Berlin,E-01044,3.2,51700,6.2,Exceeds,2023-06-04,,Salary reviewed off-cycle after a competing offer.
E-04338,Engineering,Technical,L4,Female,35-44,Berlin,E-01008,0.1,70300,11,Meets,2026-07-25,,Transferred from Engineering in 2020.
E-04339,Engineering,Technical,L1,Male,45-54,Remote (EU),E-01061,3.3,34600,6.7,Exceeds,2023-01-28,,Grade corrected during the 2024 levelling exercise.
E-04340,Marketing,Commercial,L3,Male,25-34,Remote (EU),E-01061,8.2,65900,15.3,Meets,2018-06-08,,Completed the internal leadership programme.
E-04341,Data,Technical,L2,Female,25-34,Warsaw,E-01078,1.8,31700,5.2,Outstanding,2025-08-14,,On parental leave for part of 2024.
E-04342,People,Corporate,L2,Male,25-34,Warsaw,E-01096,2.2,33200,14.8,Meets,2024-02-14,,
E-04343,Engineering,Technical,L3,Female,55-64,Remote (EU),E-01085,0.6,55200,14.5,Meets,2026-11-10,2026-12-22,
E-04344,Support,Operations,L4,Female,25-34,Remote (EU),E-01063,6.2,71100,16.7,Exceeds,2020-10-05,,Transferred from Sales in 2024.
E-04345,Sales,Commercial,L4,Male,35-44,Berlin,E-01024,0.6,79700,14.1,Outstanding,2026-08-26,,On parental leave for part of 2021.
E-04346,Data,Technical,L5,Female,25-34,Berlin,E-01001,3.7,103500,5.1,Meets,2023-07-25,,On parental leave for part of 2019.
E-04347,Sales,Commercial,L3,Female,45-54,Lisbon,E-01079,4.4,48100,7.6,Exceeds,2022-05-14,,Joined through the Finance acquisition.
E-04348,Engineering,Technical,L5,Male,55-64,Remote (EU),E-01004,2.9,90200,8.6,Meets,2024-12-09,,Completed the internal leadership programme.
E-04349,Sales,Commercial,L3,Female,35-44,Berlin,E-01080,4,56800,8.9,Meets,2022-03-15,2026-04-12,
E-04350,Support,Operations,L5,Female,25-34,Remote (EU),E-01078,1,82000,10.6,Exceeds,2025-12-10,2025-01-12,Relocated to Lisbon; package adjusted to local band.
